year,site,county,plot,week,days_after_transplant,cultivar,wet_hours_week,night_temp_c,rain_mm_week,inoculum_log,infection_event
2016,S01,Manatee,S01-2016-P3,12,84,Sanibel,33.2,18.29,40.2,2.2,0
2016,S01,Manatee,S01-2016-P4,1,7,Tygress,33.0,21.93,38.4,2.98,0
2016,S01,Manatee,S01-2016-P4,2,14,Tygress,29.6,20.4,36.7,2.98,0
2016,S01,Manatee,S01-2016-P4,3,21,Tygress,30.6,19.47,12.3,2.98,0
2016,S01,Manatee,S01-2016-P4,4,28,Tygress,35.5,21.39,32.0,2.98,0
2016,S01,Manatee,S01-2016-P4,5,35,Tygress,27.8,18.2,36.2,2.98,0
2016,S01,Manatee,S01-2016-P4,6,42,Tygress,23.1,19.66,46.6,2.98,0
2016,S01,Manatee,S01-2016-P4,7,49,Tygress,43.7,20.59,33.2,2.98,0
2016,S01,Manatee,S01-2016-P4,8,56,Tygress,38.4,20.18,31.9,2.98,0
2016,S01,Manatee,S01-2016-P4,9,63,Tygress,19.3,20.99,39.1,2.98,0
2016,S01,Manatee,S01-2016-P4,10,70,Tygress,30.3,21.32,47.2,2.98,0
2016,S01,Manatee,S01-2016-P4,11,77,Tygress,34.2,19.81,42.5,2.98,0
2016,S01,Manatee,S01-2016-P4,12,84,Tygress,36.8,20.21,22.0,2.98,0
2016,S01,Manatee,S01-2016-P5,1,7,Tygress,32.4,17.98,58.8,2.89,0
2016,S01,Manatee,S01-2016-P5,2,14,Tygress,44.4,19.46,46.9,2.89,0
2016,S01,Manatee,S01-2016-P5,3,21,Tygress,27.4,19.29,40.0,2.89,0
2016,S01,Manatee,S01-2016-P5,4,28,Tygress,33.3,20.07,57.6,2.89,0
2016,S01,Manatee,S01-2016-P5,5,35,Tygress,27.3,18.7,40.6,2.89,0
2016,S01,Manatee,S01-2016-P5,6,42,Tygress,33.2,15.68,61.3,2.89,0
2016,S01,Manatee,S01-2016-P5,7,49,Tygress,29.5,18.0,45.2,2.89,0
2016,S01,Manatee,S01-2016-P5,8,56,Tygress,34.3,19.63,66.3,2.89,0
2016,S01,Manatee,S01-2016-P5,9,63,Tygress,31.4,20.43,57.5,2.89,0
2016,S01,Manatee,S01-2016-P5,10,70,Tygress,25.2,20.86,48.8,2.89,0
2016,S01,Manatee,S01-2016-P5,11,77,Tygress,23.7,19.09,32.6,2.89,0
2016,S01,Manatee,S01-2016-P5,12,84,Tygress,30.2,18.74,65.8,2.89,0
2016,S01,Manatee,S01-2016-P6,1,7,Sebring,17.8,18.55,25.5,3.17,0
2016,S01,Manatee,S01-2016-P6,2,14,Sebring,32.4,18.0,47.6,3.17,0
2016,S01,Manatee,S01-2016-P6,3,21,Sebring,35.2,19.03,26.0,3.17,0
2016,S01,Manatee,S01-2016-P6,4,28,Sebring,31.6,20.31,31.3,3.17,0
2016,S01,Manatee,S01-2016-P6,5,35,Sebring,28.4,18.25,24.3,3.17,1
2016,S01,Manatee,S01-2016-P6,6,42,Sebring,34.5,20.35,29.7,3.17,1
2016,S01,Manatee,S01-2016-P6,7,49,Sebring,22.9,19.96,20.7,3.17,0
2016,S01,Manatee,S01-2016-P6,8,56,Sebring,26.7,17.5,48.2,3.17,1
2016,S01,Manatee,S01-2016-P6,9,63,Sebring,32.8,19.99,26.2,3.17,0
2016,S01,Manatee,S01-2016-P6,10,70,Sebring,25.9,21.35,32.9,3.17,0
2016,S01,Manatee,S01-2016-P6,11,77,Sebring,31.9,19.35,41.1,3.17,0
2016,S01,Manatee,S01-2016-P6,12,84,Sebring,33.4,18.09,27.3,3.17,0
2016,S02,Manatee,S02-2016-P1,1,7,HM-1823,23.6,17.51,20.8,3.87,0
2016,S02,Manatee,S02-2016-P1,2,14,HM-1823,25.4,18.22,30.9,3.87,0
2016,S02,Manatee,S02-2016-P1,3,21,HM-1823,32.1,18.11,15.0,3.87,0
2016,S02,Manatee,S02-2016-P1,4,28,HM-1823,33.1,20.03,27.9,3.87,0
2016,S02,Manatee,S02-2016-P1,5,35,HM-1823,36.9,19.92,17.0,3.87,0
2016,S02,Manatee,S02-2016-P1,6,42,HM-1823,18.6,19.24,18.2,3.87,0
2016,S02,Manatee,S02-2016-P1,7,49,HM-1823,37.0,21.79,27.4,3.87,0
2016,S02,Manatee,S02-2016-P1,8,56,HM-1823,27.4,18.77,19.3,3.87,0
2016,S02,Manatee,S02-2016-P1,9,63,HM-1823,24.9,20.55,14.2,3.87,0
2016,S02,Manatee,S02-2016-P1,10,70,HM-1823,29.3,18.79,24.7,3.87,0
2016,S02,Manatee,S02-2016-P1,11,77,HM-1823,29.0,17.45,28.7,3.87,0
2016,S02,Manatee,S02-2016-P1,12,84,HM-1823,25.3,19.18,31.1,3.87,0
2016,S02,Manatee,S02-2016-P2,1,7,Sebring,23.2,18.7,41.4,2.45,0
2016,S02,Manatee,S02-2016-P2,2,14,Sebring,41.3,21.75,22.6,2.45,1
2016,S02,Manatee,S02-2016-P2,3,21,Sebring,25.1,18.72,42.8,2.45,0
2016,S02,Manatee,S02-2016-P2,4,28,Sebring,32.9,19.11,38.1,2.45,0
2016,S02,Manatee,S02-2016-P2,5,35,Sebring,30.8,19.23,44.7,2.45,0
2016,S02,Manatee,S02-2016-P2,6,42,Sebring,29.0,20.86,27.1,2.45,0
2016,S02,Manatee,S02-2016-P2,7,49,Sebring,26.4,19.36,38.2,2.45,0
2016,S02,Manatee,S02-2016-P2,8,56,Sebring,22.3,18.74,19.5,2.45,0
2016,S02,Manatee,S02-2016-P2,9,63,Sebring,8.3,20.17,21.5,2.45,0
2016,S02,Manatee,S02-2016-P2,10,70,Sebring,26.0,19.75,34.2,2.45,0
2016,S02,Manatee,S02-2016-P2,11,77,Sebring,36.3,17.31,18.4,2.45,0
2016,S02,Manatee,S02-2016-P2,12,84,Sebring,31.3,20.08,33.6,2.45,1
2016,S02,Manatee,S02-2016-P3,1,7,FL-8000,25.9,18.24,13.3,3.1,0
2016,S02,Manatee,S02-2016-P3,2,14,FL-8000,33.0,19.81,8.2,3.1,0
2016,S02,Manatee,S02-2016-P3,3,21,FL-8000,15.0,19.9,22.1,3.1,0
2016,S02,Manatee,S02-2016-P3,4,28,FL-8000,20.9,18.64,18.6,3.1,0
2016,S02,Manatee,S02-2016-P3,5,35,FL-8000,26.6,19.77,5.9,3.1,1
2016,S02,Manatee,S02-2016-P3,6,42,FL-8000,26.0,18.27,16.2,3.1,0
2016,S02,Manatee,S02-2016-P3,7,49,FL-8000,32.0,18.8,15.9,3.1,0
2016,S02,Manatee,S02-2016-P3,8,56,FL-8000,32.0,21.07,12.8,3.1,0
2016,S02,Manatee,S02-2016-P3,9,63,FL-8000,40.2,19.61,24.4,3.1,1
2016,S02,Manatee,S02-2016-P3,10,70,FL-8000,20.4,18.57,2.8,3.1,1
2016,S02,Manatee,S02-2016-P3,11,77,FL-8000,18.7,17.63,26.7,3.1,0
2016,S02,Manatee,S02-2016-P3,12,84,FL-8000,27.0,17.57,0.0,3.1,0
2016,S02,Manatee,S02-2016-P4,1,7,FL-8000,29.4,20.59,56.3,3.45,0
2016,S02,Manatee,S02-2016-P4,2,14,FL-8000,33.5,20.98,51.8,3.45,1
2016,S02,Manatee,S02-2016-P4,3,21,FL-8000,21.0,19.06,46.3,3.45,1
2016,S02,Manatee,S02-2016-P4,4,28,FL-8000,19.9,20.98,58.2,3.45,1
2016,S02,Manatee,S02-2016-P4,5,35,FL-8000,24.0,19.49,55.1,3.45,1
2016,S02,Manatee,S02-2016-P4,6,42,FL-8000,19.5,20.11,48.8,3.45,1
2016,S02,Manatee,S02-2016-P4,7,49,FL-8000,30.0,18.83,49.3,3.45,0
2016,S02,Manatee,S02-2016-P4,8,56,FL-8000,25.9,18.91,42.0,3.45,1
2016,S02,Manatee,S02-2016-P4,9,63,FL-8000,24.4,18.83,57.6,3.45,1
2016,S02,Manatee,S02-2016-P4,10,70,FL-8000,28.1,16.04,40.7,3.45,0
2016,S02,Manatee,S02-2016-P4,11,77,FL-8000,24.6,17.3,43.0,3.45,0
2016,S02,Manatee,S02-2016-P4,12,84,FL-8000,27.0,21.76,45.8,3.45,1
2016,S02,Manatee,S02-2016-P5,1,7,Sebring,27.2,18.84,44.1,3.56,0
2016,S02,Manatee,S02-2016-P5,2,14,Sebring,28.2,20.28,53.1,3.56,0
2016,S02,Manatee,S02-2016-P5,3,21,Sebring,35.2,21.11,33.6,3.56,0
2016,S02,Manatee,S02-2016-P5,4,28,Sebring,21.5,19.16,27.0,3.56,1
2016,S02,Manatee,S02-2016-P5,5,35,Sebring,34.9,19.3,42.6,3.56,0
2016,S02,Manatee,S02-2016-P5,6,42,Sebring,28.0,19.26,43.4,3.56,0
2016,S02,Manatee,S02-2016-P5,7,49,Sebring,33.6,19.99,57.9,3.56,0
2016,S02,Manatee,S02-2016-P5,8,56,Sebring,25.0,18.59,46.1,3.56,0
2016,S02,Manatee,S02-2016-P5,9,63,Sebring,33.7,19.23,59.7,3.56,1
2016,S02,Manatee,S02-2016-P5,10,70,Sebring,21.4,19.0,50.9,3.56,0
2016,S02,Manatee,S02-2016-P5,11,77,Sebring,22.7,18.19,51.5,3.56,0
2016,S02,Manatee,S02-2016-P5,12,84,Sebring,33.5,20.3,45.3,3.56,1
2016,S02,Manatee,S02-2016-P6,1,7,Sebring,15.2,19.91,23.9,1.96,0
2016,S02,Manatee,S02-2016-P6,2,14,Sebring,17.4,18.62,25.5,1.96,0
2016,S02,Manatee,S02-2016-P6,3,21,Sebring,30.8,21.03,19.4,1.96,0
2016,S02,Manatee,S02-2016-P6,4,28,Sebring,19.7,19.61,17.6,1.96,0
2016,S02,Manatee,S02-2016-P6,5,35,Sebring,25.3,18.97,31.3,1.96,0
2016,S02,Manatee,S02-2016-P6,6,42,Sebring,19.3,21.25,13.5,1.96,0
2016,S02,Manatee,S02-2016-P6,7,49,Sebring,27.5,17.78,11.1,1.96,0
2016,S02,Manatee,S02-2016-P6,8,56,Sebring,26.1,19.62,0.0,1.96,0
2016,S02,Manatee,S02-2016-P6,9,63,Sebring,20.4,20.38,21.0,1.96,0
2016,S02,Manatee,S02-2016-P6,10,70,Sebring,26.6,20.41,5.3,1.96,0
2016,S02,Manatee,S02-2016-P6,11,77,Sebring,23.4,18.43,10.3,1.96,0
2016,S02,Manatee,S02-2016-P6,12,84,Sebring,27.8,19.69,18.0,1.96,1
2016,S03,Hillsborough,S03-2016-P1,1,7,HM-1823,15.7,18.87,36.8,3.0,0
2016,S03,Hillsborough,S03-2016-P1,2,14,HM-1823,34.6,18.75,43.1,3.0,0
2016,S03,Hillsborough,S03-2016-P1,3,21,HM-1823,30.8,17.87,22.6,3.0,0
2016,S03,Hillsborough,S03-2016-P1,4,28,HM-1823,27.4,16.67,46.2,3.0,0
2016,S03,Hillsborough,S03-2016-P1,5,35,HM-1823,22.4,18.45,36.7,3.0,0
2016,S03,Hillsborough,S03-2016-P1,6,42,HM-1823,26.0,18.68,59.2,3.0,0
2016,S03,Hillsborough,S03-2016-P1,7,49,HM-1823,20.6,19.77,45.3,3.0,0
2016,S03,Hillsborough,S03-2016-P1,8,56,HM-1823,33.6,19.3,43.0,3.0,0
2016,S03,Hillsborough,S03-2016-P1,9,63,HM-1823,33.2,19.43,37.1,3.0,0
2016,S03,Hillsborough,S03-2016-P1,10,70,HM-1823,30.2,19.17,31.0,3.0,0
2016,S03,Hillsborough,S03-2016-P1,11,77,HM-1823,28.4,18.4,36.8,3.0,1
2016,S03,Hillsborough,S03-2016-P1,12,84,HM-1823,33.6,20.56,48.9,3.0,0
2016,S03,Hillsborough,S03-2016-P2,1,7,Sanibel,30.4,18.31,18.9,3.0,1
2016,S03,Hillsborough,S03-2016-P2,2,14,Sanibel,27.8,19.13,31.6,3.0,0
2016,S03,Hillsborough,S03-2016-P2,3,21,Sanibel,33.3,18.71,11.4,3.0,0
2016,S03,Hillsborough,S03-2016-P2,4,28,Sanibel,22.2,18.94,20.3,3.0,0
2016,S03,Hillsborough,S03-2016-P2,5,35,Sanibel,23.6,18.89,31.7,3.0,0
2016,S03,Hillsborough,S03-2016-P2,6,42,Sanibel,22.7,20.81,17.2,3.0,1
2016,S03,Hillsborough,S03-2016-P2,7,49,Sanibel,23.9,17.21,12.0,3.0,0
2016,S03,Hillsborough,S03-2016-P2,8,56,Sanibel,31.2,18.83,31.9,3.0,0
2016,S03,Hillsborough,S03-2016-P2,9,63,Sanibel,20.8,19.33,28.0,3.0,0
2016,S03,Hillsborough,S03-2016-P2,10,70,Sanibel,34.5,20.88,32.7,3.0,0
2016,S03,Hillsborough,S03-2016-P2,11,77,Sanibel,22.8,19.63,9.0,3.0,0
2016,S03,Hillsborough,S03-2016-P2,12,84,Sanibel,24.6,20.16,17.5,3.0,1
2016,S03,Hillsborough,S03-2016-P3,1,7,Sanibel,28.4,18.63,9.9,2.82,0
2016,S03,Hillsborough,S03-2016-P3,2,14,Sanibel,19.0,17.24,0.0,2.82,0
2016,S03,Hillsborough,S03-2016-P3,3,21,Sanibel,28.9,21.13,0.0,2.82,0
2016,S03,Hillsborough,S03-2016-P3,4,28,Sanibel,25.0,20.6,0.0,2.82,0
2016,S03,Hillsborough,S03-2016-P3,5,35,Sanibel,31.7,19.54,17.0,2.82,0
2016,S03,Hillsborough,S03-2016-P3,6,42,Sanibel,27.9,18.99,0.0,2.82,0
2016,S03,Hillsborough,S03-2016-P3,7,49,Sanibel,28.9,18.47,19.5,2.82,0
2016,S03,Hillsborough,S03-2016-P3,8,56,Sanibel,34.9,22.11,10.9,2.82,0
2016,S03,Hillsborough,S03-2016-P3,9,63,Sanibel,32.6,20.55,0.0,2.82,0
2016,S03,Hillsborough,S03-2016-P3,10,70,Sanibel,21.2,16.32,12.3,2.82,0
2016,S03,Hillsborough,S03-2016-P3,11,77,Sanibel,22.9,17.97,15.2,2.82,0
2016,S03,Hillsborough,S03-2016-P3,12,84,Sanibel,22.9,20.56,0.0,2.82,0
2016,S03,Hillsborough,S03-2016-P4,1,7,HM-1823,19.9,21.77,17.3,4.08,0
2016,S03,Hillsborough,S03-2016-P4,2,14,HM-1823,21.0,17.27,17.2,4.08,0
2016,S03,Hillsborough,S03-2016-P4,3,21,HM-1823,23.5,18.01,18.9,4.08,0
2016,S03,Hillsborough,S03-2016-P4,4,28,HM-1823,22.7,20.17,15.3,4.08,0
2016,S03,Hillsborough,S03-2016-P4,5,35,HM-1823,24.6,18.81,21.8,4.08,0
2016,S03,Hillsborough,S03-2016-P4,6,42,HM-1823,19.0,20.19,36.1,4.08,1
2016,S03,Hillsborough,S03-2016-P4,7,49,HM-1823,16.2,20.99,4.7,4.08,0
2016,S03,Hillsborough,S03-2016-P4,8,56,HM-1823,27.6,19.18,29.8,4.08,1
2016,S03,Hillsborough,S03-2016-P4,9,63,HM-1823,20.7,17.86,17.9,4.08,0
2016,S03,Hillsborough,S03-2016-P4,10,70,HM-1823,24.6,20.2,8.0,4.08,0
2016,S03,Hillsborough,S03-2016-P4,11,77,HM-1823,19.5,18.03,29.2,4.08,0
2016,S03,Hillsborough,S03-2016-P4,12,84,HM-1823,23.7,19.18,10.6,4.08,0
2016,S03,Hillsborough,S03-2016-P5,1,7,Sebring,23.3,19.85,38.7,2.02,0
2016,S03,Hillsborough,S03-2016-P5,2,14,Sebring,21.5,21.38,34.1,2.02,0
2016,S03,Hillsborough,S03-2016-P5,3,21,Sebring,29.8,19.18,31.6,2.02,0
2016,S03,Hillsborough,S03-2016-P5,4,28,Sebring,27.1,19.93,36.2,2.02,0
2016,S03,Hillsborough,S03-2016-P5,5,35,Sebring,33.0,20.79,52.0,2.02,0
2016,S03,Hillsborough,S03-2016-P5,6,42,Sebring,26.5,21.15,34.7,2.02,0
2016,S03,Hillsborough,S03-2016-P5,7,49,Sebring,25.1,20.35,22.3,2.02,0
2016,S03,Hillsborough,S03-2016-P5,8,56,Sebring,18.4,17.98,45.5,2.02,0
2016,S03,Hillsborough,S03-2016-P5,9,63,Sebring,31.4,18.79,36.7,2.02,0
2016,S03,Hillsborough,S03-2016-P5,10,70,Sebring,41.9,16.76,24.5,2.02,0
2016,S03,Hillsborough,S03-2016-P5,11,77,Sebring,24.4,17.28,23.1,2.02,0
2016,S03,Hillsborough,S03-2016-P5,12,84,Sebring,29.8,19.22,29.3,2.02,0
2016,S03,Hillsborough,S03-2016-P6,1,7,FL-8000,24.5,18.35,21.1,3.81,1
2016,S03,Hillsborough,S03-2016-P6,2,14,FL-8000,31.0,17.96,18.9,3.81,0
2016,S03,Hillsborough,S03-2016-P6,3,21,FL-8000,24.2,16.96,3.4,3.81,0
2016,S03,Hillsborough,S03-2016-P6,4,28,FL-8000,38.3,19.92,19.5,3.81,0
2016,S03,Hillsborough,S03-2016-P6,5,35,FL-8000,17.4,19.63,23.1,3.81,1
2016,S03,Hillsborough,S03-2016-P6,6,42,FL-8000,13.3,20.9,22.4,3.81,0
2016,S03,Hillsborough,S03-2016-P6,7,49,FL-8000,17.7,21.1,10.8,3.81,0
2016,S03,Hillsborough,S03-2016-P6,8,56,FL-8000,18.9,21.28,5.9,3.81,1
2016,S03,Hillsborough,S03-2016-P6,9,63,FL-8000,23.8,17.26,7.0,3.81,0
2016,S03,Hillsborough,S03-2016-P6,10,70,FL-8000,18.8,20.04,14.1,3.81,0
2016,S03,Hillsborough,S03-2016-P6,11,77,FL-8000,18.5,17.29,28.6,3.81,0
2016,S03,Hillsborough,S03-2016-P6,12,84,FL-8000,19.7,20.6,9.6,3.81,0
2016,S04,Hillsborough,S04-2016-P1,1,7,FL-8000,36.8,22.66,45.8,3.13,0
2016,S04,Hillsborough,S04-2016-P1,2,14,FL-8000,27.2,21.9,44.8,3.13,0
2016,S04,Hillsborough,S04-2016-P1,3,21,FL-8000,29.5,19.81,45.6,3.13,0
2016,S04,Hillsborough,S04-2016-P1,4,28,FL-8000,33.0,20.35,50.2,3.13,1
2016,S04,Hillsborough,S04-2016-P1,5,35,FL-8000,27.7,19.19,47.9,3.13,0
2016,S04,Hillsborough,S04-2016-P1,6,42,FL-8000,31.1,18.26,35.6,3.13,0
2016,S04,Hillsborough,S04-2016-P1,7,49,FL-8000,22.0,20.79,40.3,3.13,0
2016,S04,Hillsborough,S04-2016-P1,8,56,FL-8000,31.9,20.4,53.3,3.13,0
2016,S04,Hillsborough,S04-2016-P1,9,63,FL-8000,36.8,20.57,48.8,3.13,1
2016,S04,Hillsborough,S04-2016-P1,10,70,FL-8000,24.6,21.33,55.2,3.13,1
2016,S04,Hillsborough,S04-2016-P1,11,77,FL-8000,33.5,19.53,53.0,3.13,1
2016,S04,Hillsborough,S04-2016-P1,12,84,FL-8000,26.8,18.49,25.0,3.13,0
2016,S04,Hillsborough,S04-2016-P2,1,7,Tygress,22.9,19.52,45.6,3.37,0
2016,S04,Hillsborough,S04-2016-P2,2,14,Tygress,32.0,20.21,30.3,3.37,0
2016,S04,Hillsborough,S04-2016-P2,3,21,Tygress,32.0,19.34,36.5,3.37,0
2016,S04,Hillsborough,S04-2016-P2,4,28,Tygress,18.0,18.97,46.7,3.37,0
2016,S04,Hillsborough,S04-2016-P2,5,35,Tygress,35.7,20.93,35.2,3.37,0
2016,S04,Hillsborough,S04-2016-P2,6,42,Tygress,30.6,20.07,60.9,3.37,0
2016,S04,Hillsborough,S04-2016-P2,7,49,Tygress,28.8,19.0,47.1,3.37,0
2016,S04,Hillsborough,S04-2016-P2,8,56,Tygress,31.7,19.51,27.3,3.37,0
2016,S04,Hillsborough,S04-2016-P2,9,63,Tygress,25.2,18.93,42.2,3.37,0
2016,S04,Hillsborough,S04-2016-P2,10,70,Tygress,31.5,20.99,39.9,3.37,0
2016,S04,Hillsborough,S04-2016-P2,11,77,Tygress,39.2,20.01,50.3,3.37,0
2016,S04,Hillsborough,S04-2016-P2,12,84,Tygress,20.9,19.57,37.0,3.37,0
2016,S04,Hillsborough,S04-2016-P3,1,7,Sanibel,26.2,19.32,39.6,3.06,0
2016,S04,Hillsborough,S04-2016-P3,2,14,Sanibel,19.7,19.56,37.6,3.06,0
2016,S04,Hillsborough,S04-2016-P3,3,21,Sanibel,31.7,19.02,44.9,3.06,0
2016,S04,Hillsborough,S04-2016-P3,4,28,Sanibel,23.1,21.19,43.4,3.06,0
2016,S04,Hillsborough,S04-2016-P3,5,35,Sanibel,26.3,16.96,12.3,3.06,0
2016,S04,Hillsborough,S04-2016-P3,6,42,Sanibel,27.0,20.05,22.1,3.06,0
2016,S04,Hillsborough,S04-2016-P3,7,49,Sanibel,30.1,19.86,24.7,3.06,0
2016,S04,Hillsborough,S04-2016-P3,8,56,Sanibel,28.3,17.55,34.7,3.06,0
2016,S04,Hillsborough,S04-2016-P3,9,63,Sanibel,26.0,20.06,46.0,3.06,0
2016,S04,Hillsborough,S04-2016-P3,10,70,Sanibel,23.2,18.29,29.1,3.06,0
2016,S04,Hillsborough,S04-2016-P3,11,77,Sanibel,26.2,19.18,48.3,3.06,0
2016,S04,Hillsborough,S04-2016-P3,12,84,Sanibel,29.7,19.59,36.6,3.06,0
2016,S04,Hillsborough,S04-2016-P4,1,7,HM-1823,21.8,19.73,30.7,3.88,0
2016,S04,Hillsborough,S04-2016-P4,2,14,HM-1823,34.9,19.43,28.9,3.88,0
2016,S04,Hillsborough,S04-2016-P4,3,21,HM-1823,35.3,21.15,44.6,3.88,0
2016,S04,Hillsborough,S04-2016-P4,4,28,HM-1823,31.2,22.81,25.9,3.88,1
2016,S04,Hillsborough,S04-2016-P4,5,35,HM-1823,30.7,20.11,38.3,3.88,0
2016,S04,Hillsborough,S04-2016-P4,6,42,HM-1823,20.1,19.09,26.4,3.88,0
2016,S04,Hillsborough,S04-2016-P4,7,49,HM-1823,35.2,18.43,47.3,3.88,0
2016,S04,Hillsborough,S04-2016-P4,8,56,HM-1823,28.6,18.07,37.1,3.88,0
2016,S04,Hillsborough,S04-2016-P4,9,63,HM-1823,27.8,21.78,21.5,3.88,0
2016,S04,Hillsborough,S04-2016-P4,10,70,HM-1823,28.1,20.41,40.2,3.88,0
2016,S04,Hillsborough,S04-2016-P4,11,77,HM-1823,31.0,21.93,44.2,3.88,0
2016,S04,Hillsborough,S04-2016-P4,12,84,HM-1823,27.1,23.37,36.0,3.88,1
2016,S04,Hillsborough,S04-2016-P5,1,7,Sanibel,42.4,17.26,29.2,2.88,0
2016,S04,Hillsborough,S04-2016-P5,2,14,Sanibel,35.5,20.4,24.1,2.88,0
2016,S04,Hillsborough,S04-2016-P5,3,21,Sanibel,40.7,19.38,9.9,2.88,0
2016,S04,Hillsborough,S04-2016-P5,4,28,Sanibel,32.6,19.31,25.6,2.88,0
2016,S04,Hillsborough,S04-2016-P5,5,35,Sanibel,32.6,18.51,20.6,2.88,0
2016,S04,Hillsborough,S04-2016-P5,6,42,Sanibel,26.8,21.58,21.3,2.88,0
2016,S04,Hillsborough,S04-2016-P5,7,49,Sanibel,40.8,18.9,35.0,2.88,0
2016,S04,Hillsborough,S04-2016-P5,8,56,Sanibel,21.5,19.32,31.6,2.88,0
2016,S04,Hillsborough,S04-2016-P5,9,63,Sanibel,38.2,18.01,12.2,2.88,0
2016,S04,Hillsborough,S04-2016-P5,10,70,Sanibel,24.2,19.38,36.0,2.88,0
2016,S04,Hillsborough,S04-2016-P5,11,77,Sanibel,25.0,18.34,27.9,2.88,0
2016,S04,Hillsborough,S04-2016-P5,12,84,Sanibel,34.3,18.39,20.2,2.88,0
2016,S04,Hillsborough,S04-2016-P6,1,7,Sebring,28.0,21.51,45.3,1.34,0
2016,S04,Hillsborough,S04-2016-P6,2,14,Sebring,32.4,17.8,36.6,1.34,0
2016,S04,Hillsborough,S04-2016-P6,3,21,Sebring,31.5,21.05,36.1,1.34,0
2016,S04,Hillsborough,S04-2016-P6,4,28,Sebring,30.2,20.34,46.2,1.34,0
2016,S04,Hillsborough,S04-2016-P6,5,35,Sebring,49.4,20.11,42.6,1.34,0
2016,S04,Hillsborough,S04-2016-P6,6,42,Sebring,28.8,16.14,20.1,1.34,1
2016,S04,Hillsborough,S04-2016-P6,7,49,Sebring,39.9,20.61,39.3,1.34,0
2016,S04,Hillsborough,S04-2016-P6,8,56,Sebring,38.6,17.63,44.6,1.34,0
2016,S04,Hillsborough,S04-2016-P6,9,63,Sebring,34.9,19.55,34.5,1.34,0
2016,S04,Hillsborough,S04-2016-P6,10,70,Sebring,38.8,20.39,43.8,1.34,0
